Correlativo,Fecha,ID,Categoría,Edad,Talla,IMC,PesoActual_Kg,MA_Per,MA_Kg,MO_kg,MM_Per,MM_Kg,IMO,Sum6Pliegues,Observaciones,TallaSentado,Biacromial,T_delTorax,AntPost_delTorax,Biiliocristal,Humero,Femur,Cabeza,Brazo_Relajado,Brazo_Flexionado,Antebrazo,Torax,Cintura,Cadera,Muslo1cm_Gluteo,MusloMedio,Pierna,Triceps,Subescapular,Supraespinal,Abdominal,Muslo,Pantorrilla,Fecha_registro,Nro_Evaluacion,MG_Per
283,2023-03-07,10000097,Sub-16,15.9,172.7,20.7541988694829,61.9,22.8073196690887,14.1177308751659,8.0038346135834,45.4296404872347,28.1209474615983,3.51343434981451,44.6,,91.4,39.6,27.1,20.1,27.0,6.9,9.7,55.1,25.3,26.6,23.0,89.1,75.7,91.5,52.1,42.4,35.5,7.6,7.8,6.4,9.6,7.3,5.9,2023-10-19 19:58:19.247,1,
284,2023-05-24,10000086,Sub-16,16.2,181.9,20.85372742244,69.0,23.95,16.525,9.136,45.62,31.477,3.4454,43.6,,98.9,39.5,27.3,19.8,29.7,6.7,10.2,56.7,27.3,29.6,25.1,86.0,71.8,92.8,54.2,51.8,38.6,7.6,7.8,4.4,8.6,9.8,5.4,2023-10-19 19:58:19.247,3,
285,2023-05-11,10000061,Sub-16,15.9,170.4,23.1779959884503,67.3,19.25,12.955,8.36,49.87,33.564,4.0148,41.6,,91.3,40.5,29.8,20.2,26.1,7.1,10.1,56.0,29.5,31.0,26.2,92.7,76.1,91.9,54.7,52.0,37.2,6.2,9.0,4.8,7.0,9.0,5.6,2023-10-19 19:58:19.247,2,
286,2023-05-11,10000106,Sub-16,16.3,169.1,23.116082953515,66.1,19.63,12.977,7.541,50.33,33.268,4.4116,42.0,,95.4,37.2,29.4,19.1,26.8,6.5,9.9,56.6,27.2,29.1,24.6,92.0,76.2,94.0,59.1,56.8,35.6,6.8,6.6,3.4,8.6,11.6,5.0,2023-10-19 19:58:19.247,3,
287,2023-05-11,10000071,Sub-16,16.1,165.8,21.0261029245927,57.8,18.55,10.723,7.778,49.08,28.368,3.6472,29.4,,93.3,37.7,27.8,16.7,26.7,6.8,9.4,55.5,26.0,29.0,24.0,84.0,71.8,85.0,51.0,47.3,34.7,4.6,4.6,4.4,6.6,6.2,3.0,2023-10-19 19:58:19.247,3,
288,2023-05-11,10000076,Sub-16,16.0,175.5,18.8310159820131,58.0,22.19,12.867,7.851,40.14,23.279,2.9651,35.6,,97.3,38.5,26.3,37.2,28.1,7.1,9.8,54.3,23.5,25.3,22.7,83.1,70.1,88.7,52.0,48.5,32.3,6.2,6.0,3.8,6.2,7.2,6.2,2023-10-19 19:58:19.247,3,
289,2023-05-11,10000037,Sub-16,16.3,181.6,19.6188068854431,64.7,21.08,13.641,10.015,44.98,29.105,2.9061,30.2,,91.4,42.4,30.1,17.5,29.1,7.1,10.0,57.8,26.2,27.6,24.7,87.5,71.5,93.0,52.1,50.0,33.4,5.4,6.2,3.0,5.4,6.4,3.8,2023-10-19 19:58:19.247,3,
290,2023-05-11,10000166,Sub-16,16.3,164.0,21.4901844140393,57.8,21.71,12.547,7.438,47.11,27.227,3.6605,43.2,,89.5,38.3,26.9,17.5,26.0,6.7,9.7,52.6,26.0,28.2,23.2,82.9,71.4,90.2,53.7,50.5,35.2,7.4,6.8,5.4,8.4,9.0,6.2,2023-10-19 19:58:19.247,3,
291,2023-05-11,10000110,Sub-16,15.9,182.0,18.0231856056032,59.7,26.93,16.075,8.525,40.89,24.409,2.8632,38.0,,98.6,37.3,27.0,18.4,28.2,7.4,9.9,56.1,25.4,26.3,24.3,82.0,66.5,90.5,49.0,44.6,32.3,7.0,6.0,5.0,6.0,8.0,6.0,2023-10-19 19:58:19.247,3,
292,2023-05-11,10000149,Sub-16,16.3,171.7,23.3032313474932,68.7,20.06,13.779,9.23,47.59,32.698,3.5426,42.0,,94.1,40.8,30.2,18.6,28.5,6.7,10.2,56.2,27.5,29.2,25.0,91.4,77.8,94.5,54.7,53.2,35.2,7.0,8.4,6.0,9.6,6.2,4.8,2023-10-19 19:58:19.247,3,
293,2023-05-24,10000036,Sub-16,15.9,169.5,21.5800419418557,62.0,20.89,12.949,8.805,46.22,28.654,3.2543,44.4,,94.1,40.2,30.2,18.4,29.2,7.3,10.1,54.7,25.5,28.9,23.7,92.0,75.8,93.7,53.2,49.6,34.0,6.8,6.6,7.8,10.2,5.8,7.2,2023-10-19 19:58:19.247,3,
294,2023-05-11,10000057,Sub-17,17.3,179.6,21.1122464670314,68.1,27.15,18.487,8.751,44.18,30.084,3.4378,57.6,,94.4,40.8,24.4,16.5,28.0,6.9,9.8,55.9,26.5,27.0,23.5,90.0,75.4,94.2,54.2,52.5,36.0,8.2,9.4,8.0,15.0,10.0,7.0,2023-10-19 19:58:19.247,3,
295,2023-05-11,10000125,Sub-17,17.2,172.4,23.2153143017103,69.0,19.41,13.395,9.032,48.43,33.413,3.6994,40.8,,92.1,43.0,18.2,31.0,28.5,6.7,9.2,56.0,27.0,29.2,25.2,95.5,79.9,93.7,53.5,52.3,36.1,6.4,8.0,5.8,8.8,4.4,7.4,2023-10-19 19:58:19.247,2,
296,2023-05-11,10000156,Sub-17,16.8,168.4,23.6965487669332,67.2,19.93,13.392,8.219,49.63,33.353,4.058,44.8,,91.5,41.0,29.8,18.6,25.0,7.3,9.8,54.7,28.3,30.8,27.3,93.0,75.8,92.6,54.2,53.4,35.8,6.2,10.0,5.4,8.4,8.8,6.0,2023-10-19 19:58:19.247,3,
297,2023-05-11,10000137,Sub-17,15.4,166.7,21.8792474258598,60.8,18.6,11.308,7.656,50.09,30.454,3.9778,35.4,,87.1,38.9,28.5,17.6,27.1,6.9,9.5,53.9,28.0,30.2,25.2,92.0,76.6,91.4,53.1,49.7,31.9,5.6,6.6,4.4,8.6,6.2,4.0,2023-10-19 19:58:19.247,5,
298,2023-05-11,10000169,Sub-17,16.8,189.1,22.9034467310294,81.9,20.82,17.053,10.472,49.64,40.656,3.8824,37.4,,94.8,43.0,31.6,18.7,28.3,7.5,10.7,57.0,28.0,29.7,26.2,91.5,74.0,99.2,61.2,58.9,40.3,5.4,7.6,5.8,7.8,3.8,7.0,2023-10-19 19:58:19.247,3,
299,2023-05-11,10000043,Sub-17,17.3,183.1,23.1763120790345,77.7,22.36,17.373,9.616,48.44,37.641,3.9144,48.0,,91.2,40.5,29.5,18.2,30.5,6.9,10.2,57.0,27.6,30.4,26.5,94.5,77.8,99.8,58.8,54.5,38.0,7.4,8.2,8.0,10.4,8.4,5.6,2023-10-19 19:58:19.247,3,
300,2023-05-11,10000083,Sub-17,16.7,179.5,20.5460851483151,66.2,24.35,16.12,7.805,47.42,31.394,4.0223,52.4,,95.0,40.2,28.7,21.2,28.0,7.0,9.9,54.0,28.0,29.6,25.0,95.0,71.5,92.0,54.7,51.6,34.0,6.4,8.4,10.2,14.4,8.0,5.0,2023-10-19 19:58:19.247,3,
301,2023-05-11,10000192,Sub-17,16.9,176.2,19.261467659416,59.8,22.14,13.241,7.849,46.8,27.986,3.5655,34.4,,93.2,40.6,28.0,18.7,27.5,6.2,9.3,55.1,25.2,27.7,24.1,87.8,69.1,87.4,50.5,48.0,33.4,4.2,6.4,5.2,9.0,5.4,4.2,2023-10-19 19:58:19.247,3,
302,2023-05-11,10000019,Sub-17,17.3,159.6,20.4144446328855,52.0,19.17,9.966,6.669,48.84,25.394,3.8078,37.8,,81.0,39.4,29.0,17.3,25.8,6.3,8.6,54.7,27.4,29.2,24.2,87.5,74.8,84.0,48.3,47.2,33.2,7.2,6.4,7.6,8.2,5.0,3.4,2023-10-19 19:58:19.247,2,
303,2023-05-11,10000030,Sub-17,16.4,166.5,22.5450675901126,62.5,18.25,11.404,8.278,50.51,31.57,3.8137,35.4,,92.0,39.2,29.8,19.5,28.5,6.7,10.2,52.9,26.2,28.4,24.6,92.4,71.4,90.5,52.0,49.5,35.9,5.2,5.8,6.2,10.4,4.8,3.0,2023-10-19 19:58:19.247,2,
304,2023-05-11,10000088,Sub-17,17.0,175.4,21.7778812136846,67.0,19.03,12.753,8.943,49.88,33.419,3.7369,33.8,,95.1,38.7,29.6,19.3,28.5,7.5,10.0,58.0,27.0,28.2,26.4,91.2,72.2,94.2,54.6,53.2,36.6,6.2,6.0,4.6,6.4,4.6,6.0,2023-10-19 19:58:19.247,3,
305,2023-05-11,10000167,Sub-17,16.8,169.1,21.0527714644721,60.2,20.54,12.368,7.904,48.08,28.943,3.6618,42.2,,89.5,39.2,30.0,19.0,27.3,7.1,9.6,56.6,26.9,28.7,25.0,91.4,73.1,90.0,53.2,50.5,34.1,6.4,6.8,6.0,8.4,5.4,9.2,2023-10-19 19:58:19.247,2,
306,2023-05-11,10000031,Sub-17,16.9,176.3,22.6499910397408,70.4,20.19,14.213,8.796,50.0,35.198,4.0016,44.6,,94.0,40.3,30.3,19.0,29.9,7.0,10.0,56.0,29.2,30.6,26.5,95.2,77.7,94.4,55.3,54.4,38.3,6.4,6.6,7.4,12.2,3.6,8.4,2023-10-19 19:58:19.247,3,
307,2023-05-11,10000067,Sub-17,16.9,168.5,21.836944940961,62.0,21.74,13.478,7.873,47.45,29.42,3.7368,44.6,,88.6,40.0,27.7,17.4,26.5,6.6,9.6,54.1,27.1,29.0,24.7,85.7,74.0,90.2,53.8,50.3,36.8,7.8,8.2,5.4,7.8,9.8,5.6,2023-10-19 19:58:19.247,3,
308,2023-05-11,10000063,Sub-17,15.8,183.4,21.6140299135796,72.7,22.18,16.128,8.705,47.7,34.675,3.9833,43.6,,98.5,39.7,32.3,19.2,28.7,7.0,10.1,57.9,27.7,29.8,24.7,96.4,76.0,93.4,55.0,52.3,36.0,6.2,8.8,8.0,10.0,6.4,4.2,2023-10-19 19:58:19.247,3,
309,2023-05-11,10000129,Sub-17,17.0,166.3,20.1766797357072,55.8,20.85,11.632,6.768,48.54,27.083,4.0016,35.8,,90.4,37.9,27.6,18.7,25.5,6.5,9.1,53.2,26.2,27.9,22.4,86.0,69.0,84.2,49.5,48.5,34.8,4.8,7.2,4.8,9.4,5.8,3.8,2023-10-19 19:58:19.247,3,
310,2023-05-11,10000216,Sub-17,17.3,193.0,20.7253886010363,77.2,24.56,18.958,8.398,48.44,37.395,4.4528,47.6,,98.1,41.6,29.2,21.9,27.9,6.8,10.1,58.7,29.2,31.6,26.6,100.0,72.1,92.2,54.8,53.5,38.2,8.2,8.0,6.0,9.6,9.4,6.4,2023-10-19 19:58:19.247,3,
311,2023-05-11,10000038,Sub-17,17.3,163.0,25.6690127592307,68.2,16.54,11.283,8.12,52.72,35.958,4.4283,39.4,,88.4,38.9,28.7,19.0,27.5,7.0,9.8,55.0,29.4,32.8,26.2,95.5,83.4,95.5,57.6,56.4,38.1,6.2,8.2,4.8,10.6,6.0,3.6,2023-10-19 19:58:19.247,4,
312,2023-04-14,10000038,Sub-17,17.2,163.0,26.083029094057,69.3,16.98,11.764,8.01,53.6,37.147,4.6376,43.6,,88.4,38.9,28.7,19.0,27.5,7.0,9.8,55.0,31.0,32.4,26.3,96.2,82.4,96.0,60.0,58.6,37.8,6.6,7.4,7.0,13.4,5.6,3.6,2023-10-19 19:58:19.247,3,
313,2023-05-11,10000081,Sub-17,17.1,174.7,19.5281206575734,59.6,22.93,13.666,6.822,45.24,26.962,3.9522,39.4,,94.7,39.7,26.8,19.3,24.9,6.5,9.2,54.0,26.2,28.7,23.4,87.4,78.2,89.0,51.0,47.2,32.5,5.2,6.8,6.0,9.6,5.4,6.4,2023-10-19 19:58:19.247,3,
314,2023-05-17,10000175,Sub-18,18.2,183.4,22.2680995945957,74.9,26.2,19.623,9.359,48.7,36.478,3.8976,58.6,,135.0,40.9,29.9,19.7,29.4,7.2,10.3,54.7,30.3,32.3,25.3,96.2,79.0,96.5,56.8,51.9,35.5,8.2,9.1,11.2,13.5,11.0,5.6,2023-10-19 19:58:19.247,3,
315,2023-03-04,10000175,Sub-18,18.0,183.4,22.0302560742262,74.1,29.3965888549879,21.782872341546,9.13893547338063,46.8235815082603,34.6962738976209,3.79653341449693,71.9,,135.0,40.9,29.9,19.7,29.4,7.2,10.3,54.7,30.2,32.3,25.2,96.4,79.0,96.6,56.9,51.8,35.4,11.2,11.1,13.5,18.1,12.1,5.9,2023-10-19 19:58:19.247,2,
316,2023-01-09,10000175,Sub-18,17.8,182.3,22.056197264851,73.3,27.7095344016816,20.3110887164326,9.67061372017266,47.0263027635828,34.4702799257062,3.56443561113418,60.6,,135.0,40.9,29.9,19.7,29.4,7.2,10.3,54.7,29.8,33.2,25.4,91.0,78.0,95.2,56.0,53.2,35.7,8.3,10.7,10.8,15.3,9.9,5.6,2023-10-19 19:58:19.247,1,
317,2023-05-17,10000070,Sub-18,18.1,167.6,23.9589088692819,67.3,18.44,12.413,7.696,52.52,35.348,4.593,41.6,,88.4,37.2,29.4,20.5,25.8,7.2,10.4,55.8,30.0,31.6,26.5,93.7,74.5,91.7,57.2,56.7,37.5,7.0,6.2,5.8,8.6,8.8,5.2,2023-10-19 19:58:19.247,3,
318,2023-05-17,10000060,Sub-18,17.1,183.2,23.9554928395721,80.4,19.45,15.638,10.309,49.34,39.672,3.8483,38.1,,93.7,42.8,30.8,20.6,30.8,7.2,10.0,54.7,30.5,34.7,27.3,96.3,79.7,95.6,57.1,56.4,36.7,6.0,9.3,4.0,6.3,7.3,5.2,2023-10-19 19:58:19.247,3,
319,2023-05-17,10000001,Sub-18,18.0,174.7,22.6735897567799,69.2,19.52,13.508,8.881,50.18,34.727,3.9103,35.7,,94.8,41.2,30.7,16.7,26.1,7.0,10.1,56.0,28.7,30.0,25.0,89.9,72.3,91.2,54.2,52.3,38.3,5.0,6.0,4.2,7.2,8.3,5.0,2023-10-19 19:58:19.247,3,
320,2023-05-17,10000055,Sub-18,18.0,174.0,23.7481833795746,71.9,22.32,16.047,8.554,48.01,34.52,4.0355,58.2,,93.8,41.9,30.1,22.4,28.3,7.0,9.9,54.1,30.2,30.7,25.4,95.6,79.4,95.0,58.4,59.2,35.8,8.0,7.4,9.2,17.2,9.0,7.4,2023-10-19 19:58:19.247,4,
321,2023-05-18,10000085,Sub-18,18.3,179.6,21.391262940164,69.0,21.5717989089823,14.8845412471978,7.86971656895588,45.7865872619474,31.5927452107437,4.01447052558022,37.0,,98.1,32.9,31.8,19.8,31.9,6.9,9.9,56.0,27.3,29.6,25.6,95.0,79.2,95.0,54.1,52.1,27.0,7.0,9.0,5.0,6.0,5.0,5.0,2023-10-19 19:58:19.247,3,
322,2023-05-17,10000023,Sub-18,17.2,174.8,21.6658201069283,66.2,21.19,14.025,7.758,49.77,32.95,4.2472,41.4,,89.5,41.0,27.2,18.7,24.5,6.6,9.5,57.9,28.7,30.6,25.5,91.0,74.3,87.4,56.1,53.2,34.2,6.8,7.8,6.4,9.2,7.2,4.0,2023-10-19 19:58:19.247,3,
323,2023-05-17,10000172,Sub-18,17.2,175.3,20.8915756510964,64.2,21.35,13.704,7.004,49.83,31.991,4.5675,35.9,,93.0,38.6,27.7,17.5,25.0,6.9,8.7,56.0,27.0,28.2,25.0,88.2,72.3,91.3,53.0,51.1,35.8,4.5,7.2,5.3,8.2,6.2,4.5,2023-10-19 19:58:19.247,3,
324,2023-05-17,10000027,Sub-18,18.4,171.0,21.9212749221983,64.1,22.04,14.127,6.572,48.88,31.331,4.7673,44.0,,80.1,26.5,37.8,17.5,37.0,5.6,9.1,55.7,29.0,30.2,24.2,87.4,71.5,94.4,52.0,53.1,36.0,6.2,6.2,9.2,12.2,6.2,4.0,2023-10-19 19:58:19.247,2,
325,2023-05-17,10000105,Sub-18,18.1,171.4,22.874290794868,67.2,19.6,13.17,7.446,52.83,35.502,4.7679,45.0,,91.4,39.0,28.1,18.9,25.9,7.2,9.8,55.6,30.2,32.0,26.5,96.8,75.5,94.2,58.5,53.8,36.1,8.2,7.2,6.0,11.4,7.2,5.0,2023-10-19 19:58:19.247,3,
326,2023-05-17,10000056,Sub-18,17.7,176.6,23.727409261898,74.0,19.3,14.28,8.659,49.54,36.658,4.2335,43.6,,95.4,41.0,40.0,20.1,27.8,7.2,10.0,56.2,28.8,30.7,25.8,97.9,77.3,97.3,57.2,55.3,37.3,8.2,7.2,5.2,13.2,6.6,3.2,2023-10-19 19:58:19.247,3,
327,2023-05-17,10000093,Sub-18,16.3,179.5,20.3288304715202,65.5,21.25,13.921,8.62,47.86,31.349,3.6368,36.6,,96.2,40.4,29.4,17.7,27.3,7.4,10.1,56.0,26.0,27.7,25.4,90.1,73.0,91.8,53.7,50.6,37.0,6.0,5.8,5.6,6.4,8.0,4.8,2023-10-19 19:58:19.247,2,
328,2023-05-17,10000151,Sub-18,16.8,171.9,22.6737341034281,67.0,17.98,12.047,8.257,50.99,34.165,4.1377,31.8,,91.7,40.1,27.9,18.7,26.6,7.0,9.5,55.5,27.6,29.0,26.2,92.5,77.2,90.3,53.4,51.1,35.3,4.6,5.8,5.2,7.0,5.0,4.2,2023-10-19 19:58:19.247,3,
329,2023-05-17,10000141,Sub-18,18.0,172.3,22.7033184908424,67.4,20.32,13.693,8.428,50.2,33.836,4.0147,45.6,,93.1,40.4,28.3,20.1,28.5,7.4,9.8,53.7,28.7,30.0,26.5,93.7,75.5,96.2,55.5,52.6,36.4,6.8,7.8,7.6,14.0,5.4,4.0,2023-10-19 19:58:19.247,3,
330,2023-05-17,10000131,Sub-18,18.3,168.1,21.2332182374943,60.0,20.74,12.446,7.481,48.76,29.256,3.9107,40.0,,92.0,39.1,27.9,18.2,25.8,6.4,9.1,57.7,27.0,28.6,23.6,87.7,72.0,88.2,52.6,50.1,36.0,5.6,8.6,5.6,9.0,7.2,4.0,2023-10-19 19:58:19.247,3,
331,2023-05-17,10000214,Sub-18,17.8,173.0,25.0258946172609,74.9,22.15,16.591,8.671,45.83,34.327,3.9588,67.4,,95.6,42.1,28.9,40.3,27.2,7.6,10.4,55.6,30.3,31.5,27.0,93.5,79.8,100.5,61.1,58.5,39.1,10.2,10.8,10.6,19.2,10.0,6.6,2023-10-19 19:58:19.247,3,
332,2023-05-17,10000111,Sub-18,18.1,158.7,21.9172077477329,55.2,18.96,10.467,6.66,50.25,27.739,4.165,43.1,,89.2,37.7,27.7,18.8,25.5,7.2,9.7,51.5,27.8,29.3,24.4,87.6,75.7,91.3,55.5,53.1,34.4,7.0,7.0,7.0,11.1,6.0,5.0,2023-10-19 19:58:19.247,3,
333,2023-05-24,10000107,Sub-18,18.3,176.0,22.9209710743802,71.0,19.83,14.081,8.504,50.36,35.757,4.2047,43.0,,97.5,38.5,30.9,19.6,30.0,6.7,10.5,55.3,28.2,31.5,25.3,94.4,77.6,95.3,58.9,54.0,37.1,6.0,7.4,8.2,12.2,5.4,3.8,2023-10-19 19:58:19.247,3,
334,2023-05-17,10000042,Sub-18,17.9,175.5,23.960844473665,73.8,19.35,14.283,9.443,50.84,37.522,3.9735,44.0,,91.7,41.7,32.5,18.7,29.6,7.2,10.0,56.2,29.4,30.9,27.2,97.2,75.6,96.1,57.4,55.4,37.6,7.2,6.8,7.0,10.2,7.2,5.6,2023-10-19 19:58:19.247,3,
335,2023-05-16,10000025,Sub-14,14.0,172.9,22.7132764955053,67.9,24.56,16.675,8.769,44.24,30.037,3.4254,61.0,,97.1,39.4,29.5,20.5,27.9,7.2,10.3,57.5,27.3,28.5,25.0,89.0,77.2,95.2,56.1,56.0,36.8,9.6,8.2,10.2,12.8,10.8,9.4,2023-10-19 19:58:19.247,4,
336,2023-04-20,10000025,Sub-14,13.9,172.9,23.2819446846417,69.6,24.77,17.24,8.866,43.81,30.494,3.4394,63.2,,97.1,39.4,29.5,20.5,27.9,7.2,10.3,57.5,27.0,28.0,25.0,89.7,79.7,96.7,56.0,55.3,37.0,10.0,8.2,10.2,14.4,11.2,9.2,2023-10-19 19:58:19.247,3,
337,2023-05-16,10000128,Sub-14,14.1,160.6,20.742576483889,53.5,22.78,12.186,6.597,47.1,25.197,3.8195,45.6,,89.1,35.1,25.5,18.2,25.7,6.6,9.2,54.5,24.7,26.5,23.0,81.6,68.5,88.2,54.2,52.5,32.4,7.0,7.8,5.8,11.4,8.2,5.4,2023-10-19 19:58:19.247,3,
338,2023-05-16,10000185,Sub-14,14.2,171.1,19.5045569271749,57.1,23.06,13.168,8.162,43.92,25.076,3.0723,41.0,,91.0,39.2,28.0,18.7,28.0,7.2,10.1,52.0,24.2,26.3,24.2,85.5,71.5,89.6,50.0,47.2,31.8,5.6,6.2,7.0,10.8,6.4,5.0,2023-10-19 19:58:19.247,3,
339,2023-05-16,10000011,Sub-14,14.0,160.0,22.265625,57.0,21.76,12.406,6.567,47.55,27.104,4.1273,48.0,,89.7,34.0,27.5,19.5,26.1,6.6,9.4,54.8,25.6,27.4,23.4,84.1,72.9,87.5,54.2,51.8,34.3,6.6,6.8,7.4,11.8,8.8,6.6,2023-10-19 19:58:19.247,3,
340,2023-05-16,10000133,Sub-14,14.2,164.5,23.7987453922266,64.4,24.7,15.904,7.91,45.84,29.52,3.732,68.2,,92.4,38.2,28.4,19.1,26.8,6.9,10.3,55.1,28.1,28.9,24.0,87.5,75.3,94.4,57.2,54.3,37.6,11.2,9.2,11.4,16.4,10.8,9.2,2023-10-19 19:58:19.247,3,
341,2023-05-16,10000096,Sub-14,14.3,171.3,19.629433108106,57.6,24.71,14.233,7.927,43.76,25.206,3.1798,44.4,,93.7,36.6,27.1,16.3,27.7,7.4,10.0,53.7,24.5,26.0,23.7,81.7,70.4,89.2,51.0,49.9,34.7,7.0,6.0,6.4,10.0,9.4,5.6,2023-10-19 19:58:19.247,3,
342,2023-05-16,10000199,Sub-14,14.0,168.4,24.8249558510728,70.4,22.16,15.599,7.678,51.93,36.558,4.7614,72.8,,92.7,38.8,28.2,20.5,28.5,7.1,10.5,55.5,30.3,31.0,26.3,93.2,78.5,98.8,77.5,56.2,36.5,9.2,9.6,15.2,19.8,10.2,8.8,2023-10-19 19:58:19.247,3,
343,2023-05-16,10000170,Sub-14,14.3,159.1,20.9380151788758,53.0,21.91,11.614,6.656,47.53,25.191,3.7847,45.6,,89.4,35.7,26.0,17.4,25.0,6.6,9.5,55.1,25.5,26.7,24.9,82.3,69.8,84.7,49.5,49.6,35.2,7.2,7.8,9.2,9.2,7.4,4.8,2023-10-19 19:58:19.247,3,
344,2023-05-16,10000201,Sub-14,14.1,169.4,21.0828132906055,60.5,27.87,16.863,7.375,41.41,25.05,3.3966,60.6,,91.5,35.5,27.0,18.1,26.7,6.7,10.3,54.1,25.7,27.1,23.9,87.7,74.5,90.1,55.2,54.0,23.7,8.8,7.6,10.4,15.8,9.8,8.2,2023-10-19 19:58:19.247,3,
345,2023-05-16,10000174,Sub-14,14.0,173.8,22.081383969776,66.7,23.49,15.668,8.447,46.11,30.754,3.6408,53.0,,94.6,39.5,28.5,17.4,27.5,7.3,10.0,55.8,27.1,28.4,24.3,88.5,77.6,90.3,57.1,53.7,36.7,7.8,10.0,7.6,12.0,8.6,7.0,2023-10-19 19:58:19.247,3,
346,2023-05-16,10000084,Sub-14,13.7,181.0,20.9395317603248,68.6,26.74,18.345,8.915,42.84,29.388,3.2965,53.8,,96.3,40.1,27.4,17.4,27.1,7.1,10.1,58.0,24.5,26.2,24.6,85.5,75.8,90.0,55.4,54.1,36.5,8.0,8.2,10.8,13.0,8.2,5.6,2023-10-19 19:58:19.247,4,
347,2023-04-20,10000084,Sub-14,13.6,181.0,20.7563871676689,68.0,25.41,17.28,9.287,43.12,29.324,3.1575,45.0,,96.3,40.1,27.4,17.4,27.1,7.1,10.1,58.0,24.0,26.0,23.8,84.6,74.0,89.6,54.0,53.0,36.5,8.0,7.0,6.0,12.0,6.0,6.0,2023-10-19 19:58:19.247,3,
348,2023-05-16,10000013,Sub-14,14.4,167.1,20.3778971800787,56.9,23.09,13.137,6.844,46.03,26.19,3.8267,40.0,,91.5,37.2,25.3,19.4,23.6,6.7,9.4,54.4,24.0,26.3,22.7,81.5,69.0,86.2,52.2,50.0,34.6,6.2,7.2,5.4,7.2,9.2,4.8,2023-10-19 19:58:19.247,2,
349,2023-05-16,10000009,Sub-14,14.3,175.0,20.0489795918367,61.4,22.82,14.012,8.306,45.33,27.834,3.3511,41.3,,92.0,39.4,28.4,19.5,27.8,6.3,10.4,56.3,25.0,26.4,23.6,88.7,71.8,91.0,52.5,50.2,34.6,6.1,7.0,3.0,9.6,9.2,6.4,2023-10-19 19:58:19.247,3,
350,2023-05-16,10000120,Sub-14,14.1,168.4,24.0139132593474,68.1,25.24,17.188,8.454,44.87,30.557,3.6145,65.6,,94.5,39.7,28.0,19.6,27.7,6.8,9.8,54.5,28.0,29.2,24.0,87.0,76.6,97.0,57.6,54.6,34.8,9.4,10.4,11.0,19.0,10.0,5.8,2023-10-19 19:58:19.247,3,
351,2023-05-16,10000092,Sub-14,14.1,175.0,22.269387755102,68.2,27.65,18.855,8.024,43.87,29.919,3.7287,72.8,,92.7,37.5,29.8,19.0,27.5,7.1,11.1,55.1,26.0,28.0,24.1,93.7,76.2,36.7,57.5,53.0,35.0,10.2,8.4,13.2,18.6,12.8,9.6,2023-10-19 19:58:19.247,3,
352,2023-05-16,10000113,Sub-14,14.4,159.0,22.1510225070211,56.0,17.02,9.532,7.278,50.46,28.255,3.8822,31.0,,90.0,37.0,28.2,17.2,25.6,7.0,9.8,53.8,27.0,27.7,24.2,87.2,74.1,88.5,51.2,50.5,33.7,4.2,5.8,4.6,6.8,5.6,4.0,2023-10-19 19:58:19.247,3,
353,2023-05-16,10000124,Sub-14,14.3,174.0,22.4600343506408,68.0,21.59,14.682,8.231,48.35,32.88,3.9947,46.8,,92.0,37.5,28.2,17.9,28.7,7.4,10.1,54.7,29.0,30.0,26.0,90.4,78.8,94.7,54.8,53.3,37.0,5.2,6.8,7.2,10.6,10.0,7.0,2023-10-19 19:58:19.247,3,
354,2023-05-16,10000069,Sub-14,14.3,165.6,22.0614833485029,60.5,23.48,14.207,7.934,45.39,27.459,3.4609,53.8,,92.3,38.5,28.0,17.8,25.8,6.8,10.1,56.5,26.2,29.2,25.1,84.2,74.2,90.6,53.8,51.5,34.8,6.6,8.8,9.4,13.2,8.6,7.2,2023-10-19 19:58:19.247,3,
355,2023-05-16,10000091,Sub-14,14.1,172.7,22.4306285035284,66.9,22.21,14.857,8.543,45.53,30.461,3.5656,42.8,,96.0,37.4,28.0,18.7,27.5,7.2,10.0,55.6,27.0,28.7,24.7,91.4,76.4,94.2,55.0,52.4,27.4,6.2,7.8,6.0,8.0,8.2,6.6,2023-10-19 19:58:19.247,3,
356,2023-05-16,10000089,Sub-14,14.1,167.3,23.937727609382,67.0,20.78,13.924,7.609,49.18,32.948,4.3301,48.4,,95.2,26.5,31.5,19.0,36.6,6.6,10.4,55.1,27.5,28.8,25.7,91.5,74.4,91.0,55.2,51.0,37.3,8.2,8.0,7.0,9.2,9.0,7.0,2023-10-19 19:58:19.247,3,
357,2023-05-16,10000064,Sub-14,14.2,172.4,18.3367337600465,54.5,25.96,14.147,7.346,41.95,22.861,3.112,41.2,,94.0,38.5,26.7,16.9,25.2,6.8,9.7,53.4,22.8,24.7,22.4,81.5,68.7,84.2,49.4,47.7,32.6,7.2,6.4,6.2,8.4,7.0,6.0,2023-10-19 19:58:19.247,3,
358,2023-05-12,10000003,Sub-15,14.9,164.4,17.0197903161833,46.0,21.4,9.842,6.674,42.63,19.609,2.9381,25.0,,84.1,36.5,26.0,17.9,24.3,6.5,9.3,54.7,21.3,23.2,21.0,79.0,67.7,77.7,43.5,41.7,31.5,4.0,4.6,3.4,4.0,5.2,3.8,2023-10-19 19:58:19.247,3,
